,original_title,release_year,runtime
863,Le mari de la coiffeuse,1990,133
864,Puppet Master II,1990,133
865,Almost an Angel,1990,133
866,Cadence,1990,133
867,Internal Affairs,1990,133
868,Metropolitan,1990,133
869,Postcards from the Edge,1990,133
870,Mr. Destiny,1990,133
871,Due occhi diabolici,1990,133
872,An Angel at My Table,1990,133
873,Reversal of Fortune,1990,133
874,Xiaoao jiang hu,1990,133
875,Narrow Margin,1990,133
876,Pacific Heights,1990,133
877,Hamlet,1990,133
878,Life is Sweet,1990,133
879,Ghost Dad,1990,133
880,All for the Winner,1990,133
881,The Krays,1990,133
882,A Brief History of Time,1991,122
883,Critters 3,1991,122
884,Enchanted April,1991,122
885,Oscar,1991,122
886,Madonna: Truth or Dare,1991,122
887,Kickboxer 2:  The Road Back,1991,122
888,Necessary Roughness,1991,122
889,Omen IV: The Awakening,1991,122
890,Frankie and Johnny,1991,122
891,Pure Luck,1991,122
892,Flight of the Intruder,1991,122
893,If Looks Could Kill,1991,122
894,Other People's Money,1991,122
895,Proof,1991,122
896,The Commitments,1991,122
897,Curly Sue,1991,122
898,Dolly Dearest,1991,122
899,A Rage in Harlem,1991,122
900,King Ralph,1991,122
901,Career Opportunities,1991,122
902,Suburban Commando,1991,122
903,Billy Bathgate,1991,122
904,Ernest Scared Stupid,1991,122
905,Toy Soldiers,1991,122
906,Mortal Thoughts,1991,122
907,The Prince of Tides,1991,122
908,Flirting,1991,122
909,Jungle Fever,1991,122
910,The Pit and the Pendulum,1991,122
911,The Guyver,1991,122
912,Defending Your Life,1991,122
913,Dead Again,1991,122
914,Ghoulies III: Ghoulies Go to College,1991,122
915,"Mon pÃ¨re, ce hÃ©ros",1991,122
916,Drop Dead Fred,1991,122
917,Sometimes They Come Back,1991,122
918,Soapdish,1991,122
919,The Butcher's Wife,1991,122
920,New Jack City,1991,122
921,V.I. Warshawski,1991,122
922,Doc Hollywood,1991,122
923,The Resurrected,1991,122
924,Puppet Master III: Toulon's Revenge,1991,122
925,Prospero's Books,1991,122
926,Deceived,1991,122
927,All I Want For Christmas,1991,122
928,Shakes the Clown,1991,122
929,The Man in the Moon,1991,122
930,Mississippi Masala,1991,122
931,Mannequin Two: On the Move,1991,122
932,Dogfight,1991,122
933,The Hitman,1991,122
934,Little Man Tate,1991,122
935,Toto le hÃ©ros,1991,122
936,F/X2,1991,122
937,Slacker,1991,122
938,Shattered,1991,122
939,Mobsters,1991,122
940,Begotten,1991,122
941,Not Without My Daughter,1991,122
942,Hearts of Darkness: A Filmmaker's Apocalypse,1991,122
943,"He Said, She Said",1991,122
944,Impromptu,1991,122
945,Class Action,1991,122
946,Lucky Luke,1991,122
947,White Fang,1991,122
948,Only the Lonely,1991,122
949,Switch,1991,122
950,Ricochet,1991,122
951,Wedlock,1991,122
952,Dutch,1991,122
953,é€ƒå­¦å¨é¾™,1991,122
954,Innocent Blood,1992,113
955,The Mambo Kings,1992,113
956,Kuffs,1992,113
957,Nemesis,1992,113
958,Husbands and Wives,1992,113
959,Trespass,1992,113
960,Raising Cain,1992,113
961,Honeymoon in Vegas,1992,113
962,Diggstown,1992,113
963,Newsies,1992,113
964,Deep Cover,1992,113
965,Tom and Jerry: The Movie,1992,113
966,White Sands,1992,113
967,Knight Moves,1992,113
968,Sidekicks,1992,113
969,The Babe,1992,113
970,Gayniggers from Outer Space,1992,113
971,Un CÅ“ur en Hiver,1992,113
972,Mo' Money,1992,113
973,Hoffa,1992,113
974,Belle Ã‰poque,1992,113
975,Lorenzo's Oil,1992,113
976,Xiao ao jiang hu zhi: Dong Fang Bu Bai,1992,113
977,Io speriamo che me la cavo,1992,113
978,Strictly Ballroom,1992,113
979,LadyBugs,1992,113
980,Stay Tuned,1992,113
981,Blown Away,1992,113
982,Pure Country,1992,113
983,Mom and Dad Save the World,1992,113
984,Jennifer Eight,1992,113
985,Leap of Faith,1992,113
986,Beyond The Law,1992,113
987,Split Second,1992,113
988,Memoirs of an Invisible Man,1992,113
989,Thunderheart,1992,113
990,Buffy the Vampire Slayer,1992,113
991,Encino Man,1992,113
992,Rapid Fire,1992,113
993,Bob Roberts,1992,113
994,The Power of One,1992,113
995,Captain Ron,1992,113
996,Far and Away,1992,113
997,Unlawful Entry,1992,113
998,Housesitter,1992,113
999,Medicine Man,1992,113
1000,Chaplin,1992,113
1001,Candyman,1992,113
1002,The Cutting Edge,1992,113
1003,Radio Flyer,1992,113
1004,3 Ninjas,1992,113
1005,American Me,1992,113
1006,Prelude to a Kiss,1992,113
1007,Sleepwalkers,1992,113
1008,Dr. Giggles,1992,113
1009,A Stranger Among Us,1992,113
1010,Critters 4,1992,113
1011,Mr. Baseball,1992,113
1012,Wuthering Heights,1992,113
1013,Juice,1992,113
1014,Dust Devil,1992,113
1015,Single White Female,1992,113
1016,The Distinguished Gentleman,1992,113
1017,Gladiator,1992,113
1018,Seong lung wui,1992,113
1019,Singles,1992,113
1020,Bill Hicks: Relentless,1992,113
1021,CB4,1993,142
1022,My Boyfriend's Back,1993,142
1023,The Real McCoy,1993,142
1024,Surf Ninjas,1993,142
1025,Wong Fei Hung V: Tit gai dau ng gung,1993,142
1026,Xi yan,1993,142
1027,"Clean, Shaven",1993,142
1028,AcciÃ³n mutante,1993,142
1029,12:01,1993,142
1030,Bill Hicks: Revelations,1993,142
1031,The Thief and the Cobbler,1993,142
1032,Milk Money,1994,95
1033,No Escape,1994,95
1034,Mute Witness,1994,95
1035,The Paper,1994,95
1036,I.Q.,1994,95
1037,Blink,1994,95
1038,Mixed Nuts,1994,95
1039,Phantasm III: Lord of the Dead,1994,95
1040,Little Giants,1994,95
1041,Nell,1994,95
1042,In the Army Now,1994,95
1043,Greedy,1994,95
1044,Blank Check,1994,95
1045,Hoop Dreams,1994,95
1046,"Corrina, Corrina",1994,95
1047,Double Dragon,1994,95
1048,Il Mostro,1994,95
1049,Fresh,1994,95
1050,Drop Zone,1994,95
1051,Exotica,1994,95
1052,The Chase,1994,95
1053,Above the Rim,1994,95
1054,The Madness of King George,1994,95
1055,Renaissance Man,1994,95
1056,Frankenstein,1994,95
1057,The Cowboy Way,1994,95
1058,A Low Down Dirty Shame,1994,95
1059,The Neverending Story III: Escape from Fantasia,1994,95
1060,PrÃªt-Ã -Porter,1994,95
1061,The Hudsucker Proxy,1994,95
1062,Reality Bites,1994,95
1063,Once Were Warriors,1994,95
1064,The Jungle Book,1994,95
1065,Bullets Over Broadway,1994,95
1066,A Troll in Central Park,1994,95
1067,Guarding Tess,1994,95
1068,Little Women,1994,95
1069,Angels in the Outfield,1994,95
1070,The Getaway,1994,95
1071,Mrs. Parker and the Vicious Circle,1994,95
1072,Wolf,1994,95
1073,Amateur,1994,95
1074,The Road to Wellville,1994,95
1075,Intersection,1994,95
1076,Lassie,1994,95
1077,Before the Rain,1994,95
1078,The Little Rascals,1994,95
1079,Kickboxer 4: The Aggressor,1994,95
1080,Leprechaun 2,1994,95
1081,Spanking the Monkey,1994,95
1082,S.F.W.,1994,95
1083,Baby's Day Out,1994,95
1084,Texas Chainsaw Massacre: The Next Generation,1994,95
1085,My Girl 2,1994,95
1086,Surviving the Game,1994,95
1087,Camp Nowhere,1994,95
1088,The River Wild,1994,95
1089,Little Odessa,1994,95
1090,Cops & Robbersons,1994,95
1091,Fatherland,1994,95
1092,Serial Mom,1994,95
1093,With Honors,1994,95
1094,3 Ninjas Kick Back,1994,95
1095,Black Beauty,1994,95
1096,Threesome,1994,95
1097,Riget,1994,95
1098,I Love Trouble,1994,95
1099,Bad Girls,1994,95
1100,Exit to Eden,1994,95
1101,The Ref,1994,95
1102,Major League II,1994,95
1103,Death Machine,1994,95
1104,My Father the Hero,1994,95
1105,North,1994,95
1106,Swimming with Sharks,1994,95
1107,The Air Up There,1994,95
1108,La citÃ© de la peur,1994,95
1109,Nobody's Fool,1994,95
1110,Don Juan DeMarco,1994,95
1111,Trapped in Paradise,1994,95
1112,Jing wu ying xiong,1994,95
1113,Blue Chips,1994,95
1114,Roadracers,1994,95
1115,City Slickers II: The Legend of Curly's Gold,1994,95
1116,Death Wish 5: The Face of Death,1994,95
1117,Lightning Jack,1994,95
1118,Immortal Beloved,1994,95
1119,Getting Even with Dad,1994,95
1120,The Fantastic Four,1994,95
1121,Pulp Fiction,1994,95
1122,The Shawshank Redemption,1994,95
1123,Forrest Gump,1994,95
1124,The Lion King,1994,95
1125,Speed,1994,95
1126,Dumb and Dumber,1994,95
1127,The Naked Gun 33â…“: The Final Insult,1994,95
1128,Interview with the Vampire,1994,95
1129,The Return of Jafar,1994,95
1130,True Lies,1994,95
1131,The Mask,1994,95
1132,Maverick,1994,95
1133,Stargate,1994,95
1134,Clear and Present Danger,1994,95
1135,Chasers,1994,95
1136,Iron Will,1994,95
1137,Natural Born Killers,1994,95
1138,Clerks,1994,95
1139,Beverly Hills Cop III,1994,95
1140,The Santa Clause,1994,95
1141,Airheads,1994,95
1142,The Land Before Time II: The Great Valley Adventure,1994,95
1143,Color of Night,1994,95
1144,Ed Wood,1994,95
1145,Timecop,1994,95
1146,Wyatt Earp,1994,95
1147,Only You,1994,95
1148,Death and the Maiden,1994,95
1149,"The Adventures of Priscilla, Queen of the Desert",1994,95
1150,Quiz Show,1994,95
1151,Terminal Velocity,1994,95
1152,Shallow Grave,1994,95
1153,Muriel's Wedding,1994,95
1154,Street Fighter,1994,95
1155,The Specialist,1994,95
1156,Zhong Nan Hai bao biao,1994,95
1157,Thumbelina,1994,95
1158,Highlander III: The Sorcerer,1994,95
1159,On Deadly Ground,1994,95
1160,The Next Karate Kid,1994,95
1161,The Pagemaster,1994,95
1162,The Swan Princess,1994,95
1163,The Flintstones,1994,95
1164,Legends of the Fall,1994,95
1165,Blown Away,1994,95
1166,Four Weddings and a Funeral,1994,95
1167,The Stand,1994,95
1168,D2: The Mighty Ducks,1994,95
1169,The Client,1994,95
1170,The Crow,1994,95
1171,RiÂ¢hie RiÂ¢h,1994,95
1172,Miracle on 34th Street,1994,95
1173,Heavenly Creatures,1994,95
1174,Star Trek: Generations,1994,95
1175,Ace Ventura: Pet Detective,1994,95
1176,It Could Happen to You,1994,95
1177,Police Academy: Mission to Moscow,1994,95
1178,Disclosure,1994,95
1179,Junior,1994,95
1180,New Nightmare,1994,95
1181,The Shadow,1994,95
1182,The Last Seduction,1994,95
1183,Andre,1994,95
1184,Monkey Trouble,1994,95
1185,PCU,1994,95
1186,Hercules in the Underworld,1994,95
1187,The Sum of Us,1994,95
1188,Wing Chun,1994,95
1189,Hercules and the Lost Kingdom,1994,95
1190,When a Man Loves a Woman,1994,95
1191,Hercules and the Circle of Fire,1994,95
1192,Wagons East!,1994,95
1193,Hercules in the Maze of the Minotaur,1994,95
1194,Brainscan,1994,95
1195,Il Postino,1994,95
1196,From Beijing with Love,1994,95
1197,Crooklyn,1994,95
1198,A Simple Twist of Fate,1994,95
1199,The War,1994,95
1200,8 Seconds,1994,95
1201,Blankman,1994,95
1202,The Scout,1994,95
1203,The Puppet Masters,1994,95
1204,ã‚´ã‚¸ãƒ©vsã‚¹ãƒšãƒ¼ã‚¹ã‚´ã‚¸ãƒ©,1994,95
1205,Backbeat,1994,95
1206,Il silenzio dei prosciutti,1994,95
1207,Crumb,1994,95
1208,Rapa Nui,1994,95
1209,Hercules and the Amazon Women,1994,95
1210,Guyver: Dark Hero,1994,95
1211,Macross Plus,1994,95
1212,Pumpkinhead II: Blood Wings,1994,95
1213,Twin Sitters,1994,95
1214,Men of War,1994,95
1215,Bottle Rocket,1994,95
1216,The Addiction,1995,112
1217,Now and Then,1995,112
1218,Citizen X,1995,112
1219,Kicking and Screaming,1995,112
1220,Jury Duty,1995,112
1221,Problem Child 3,1995,112
1222,The Last Supper,1995,112
1223,Mr. Holland's Opus,1995,112
1224,3 Ninjas Knuckle Up,1995,112
1225,The Scarlet Letter,1995,112
1226,Tom and Huck,1995,112
1227,The Crossing Guard,1995,112
1228,Operation Dumbo Drop,1995,112
1229,Embrace of the Vampire,1995,112
1230,Devil in a Blue Dress,1995,112
1231,The Big Green,1995,112
1232,Far from Home: The Adventures of Yellow Dog,1995,112
1233,Restoration,1995,112
1234,Leprechaun 3,1995,112
1235,The Amazing Panda Adventure,1995,112
1236,The Indian in the Cupboard,1995,112
1237,The Tuskegee Airmen,1995,112
1238,Darkman II: The Return of Durant,1995,112
1239,Clockers,1995,112
1240,Higher Learning,1995,112
1241,Never Talk to Strangers,1995,112
1242,The Pebble and the Penguin,1995,112
1243,How To Make An American Quilt,1995,112
1244,Bye Bye Love,1995,112
1245,Le Hussard sur le toit,1995,112
1246,A Personal Journey with Martin Scorsese Through American Movies,1995,112
1247,Waiting to Exhale,1995,112
1248,Haunted,1995,112
1249,Land and Freedom,1995,112
1250,Persuasion,1995,112
1251,Dangerous Minds,1995,112
1252,The Babysitter,1995,112
1253,Screamers,1995,112
1254,Home for the Holidays,1995,112
1255,Losing Isaiah,1995,112
1256,Crying Freeman,1995,112
1257,Murder in the First,1995,112
1258,Jade,1995,112
1259,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,112
1260,Empire Records,1995,112
1261,A Kid in King Arthur's Court,1995,112
1262,Free Willy 2 - The Adventure Home,1995,112
1263,Kids,1995,112
1264,Welcome to the Dollhouse,1995,112
1265,The Brady Bunch Movie,1995,112
1266,Something to Talk About,1995,112
1267,Senior Trip,1995,112
1268,Heavyweights,1995,112
1269,Total Eclipse,1995,112
1270,Othello,1995,112
1271,Last of the Dogmen,1995,112
1272,Pride and Prejudice,1995,112
1273,The Cure,1995,112
1274,Tales from the Crypt: Demon Knight,1995,112
1275,Richard III,1995,112
1276,Les Trois FrÃ¨res,1995,112
1277,Safe,1995,112
1278,The Mangler,1995,112
1279,Congo,1995,112
1280,Children of the Corn III: Urban Harvest,1995,112
1281,Mad Love,1995,112
1282,Circle of Friends,1995,112
1283,Kiss of Death,1995,112
1284,Candyman: Farewell to the Flesh,1995,112
1285,Lord of Illusions,1995,112
1286,Things to Do in Denver When You're Dead,1995,112
1287,Castle Freak,1995,112
1288,Sudden Death,1995,112
1289,Vampire in Brooklyn,1995,112
1290,Village of the Damned,1995,112
1291,ç»™çˆ¸çˆ¸çš„ä¿¡,1995,112
1292,Bushwhacked,1995,112
1293,White Man's Burden,1995,112
1294,Viaggi di nozze,1995,112
1295,Top Dog,1995,112
1296,Forgotten Silver,1995,112
1297,Le Bonheur est dans le prÃ©,1995,112
1298,Man of the House,1995,112
1299,The Doom Generation,1995,112
1300,Tales from the Hood,1995,112
1301,Forget Paris,1995,112
1302,Brassed Off,1996,115
1303,Doctor Who,1996,115
1304,T2 3-D: Battle Across Time,1996,115
1305,La Belle verte,1996,115
1306,Hard Eight,1996,115
1307,Gulliver's Travels,1996,115
1308,Looking For Richard,1996,115
1309,Darkman III: Die Darkman Die,1996,115
1310,Space Truckers,1996,115
1311,Wish Upon a Star,1996,115
1312,Up Close & Personal,1996,115
1313,The Stupids,1996,115
1314,The Mirror Has Two Faces,1996,115
1315,Trees Lounge,1996,115
1316,Titanic,1996,115
1317,In Love and War,1996,115
1318,Eddie,1996,115
1319,Kids in the Hall: Brain Candy,1996,115
1320,Ridicule,1996,115
1321,The Island of Dr. Moreau,1996,115
1322,JÃ¤garna,1996,115
1323,First Kid,1996,115
1324,Children of the Corn IV: The Gathering,1996,115
1325,Diabolique,1996,115
1326,Alaska,1996,115
1327,Silent Trigger,1996,115
1328,Dunston Checks In,1996,115
1329,The Pallbearer,1996,115
1330,Michael Collins,1996,115
1331,Carpool,1996,115
1332,Hamlet,1996,115
1333,The Great White Hype,1996,115
1334,Kazaam,1996,115
1335,Irma Vep,1996,115
1336,Jude,1996,115
1337,The Juror,1996,115
1338,Lone Star,1996,115
1339,Flipper,1996,115
1340,Big Night,1996,115
1341,A Very Brady Sequel,1996,115
1342,Lawnmower Man 2: Beyond Cyberspace,1996,115
1343,Beautiful Girls,1996,115
1344,Stealing Beauty,1996,115
1345,Heaven's Prisoners,1996,115
1346,Mulholland Falls,1996,115
1347,Tremors 2: Aftershocks,1996,115
1348,The Chamber,1996,115
1349,All Dogs Go to Heaven 2,1996,115
1350,White Squall,1996,115
1351,Sgt. Bilko,1996,115
1352,Freeway,1996,115
1353,Spy Hard,1996,115
1354,Feeling Minnesota,1996,115
1355,Before and After,1996,115
1356,The Phantom,1996,115
1357,The Adventures of Pinocchio,1996,115
1358,Bio-Dome,1996,115
1359,My Fellow Americans,1996,115
1360,Michael,1996,115
1361,Extreme Measures,1996,115
1362,Black Sheep,1996,115
1363,The Dentist,1996,115
1364,Citizen Ruth,1996,115
1365,Leprechaun 4: In Space,1996,115
1366,Ghosts of Mississippi,1996,115
1367,Celtic Pride,1996,115
1368,The Pillow Book,1996,115
1369,Waiting for Guffman,1996,115
1370,Daai laap mat taam 008,1996,115
1371,Un hÃ©ros trÃ¨s discret,1996,115
1372,Crossworlds,1996,115
1373,Sometimes They Come Back... Again,1996,115
1374,Harriet the Spy,1996,115
1375,SubUrbia,1996,115
1376,Emma,1996,115
1377,Loch Ness,1996,115
1378,Ed,1996,115
1379,Tromeo & Juliet,1996,115
1380,Sabrina the Teenage Witch,1996,115
1381,Paradise Lost: The Child Murders at Robin Hood Hills,1996,115
1382,A Thin Line Between Love and Hate,1996,115
1383,Bernie,1996,115
1384,Il ciclone,1996,115
1385,When We Were Kings,1996,115
1386,Bogus,1996,115
1387,Mrs. Winterbourne,1996,115
1388,Bad Moon,1996,115
1389,Joe's Apartment,1996,115
1390,Mystery Science Theater 3000: The Movie,1996,115
1391,A Simple Wish,1997,99
1392,Tower of Terror,1997,99
1393,The Brave Little Toaster to the Rescue,1997,99
1394,Good Burger,1997,99
1395,Inventing the Abbotts,1997,99
1396,Leave it to Beaver,1997,99
1397,Toothless,1997,99
1398,Kull the Conqueror,1997,99
1399,McHale's Navy,1997,99
1400,Trekkies,1997,99
1401,Hugo Pool,1997,99
1402,Wild America,1997,99
1403,Cinderella,1997,99
1404,La vÃ©ritÃ© si je mens !,1997,99
1405,Gummo,1997,99
1406,Doodlebug,1997,99
1407,She's So Lovely,1997,99
1408,The Castle,1997,99
1409,Gang Related,1997,99
1410,Booty Call,1997,99
1411,"O Que Ã‰ Isso, Companheiro?",1997,99
1412,B.A.P.S.,1997,99
1413,Switchback,1997,99
1414,The Lost World: Jurassic Park,1997,99
1415,Rosewood,1997,99
1416,Affliction,1997,99
1417,Trojan War,1997,99
1418,Amistad,1997,99
1419,An American Werewolf in Paris,1997,99
1420,The 6th Man,1997,99
1421,Gone Fishin',1997,99
1422,Soul Food,1997,99
1423,RocketMan,1997,99
1424,Twin Town,1997,99
1425,Didier,1997,99
1426,Le Pari,1997,99
1427,Henry Fool,1997,99
1428,Les Randonneurs,1997,99
1429,Jack Frost,1997,99
1430,Krippendorf's Tribe,1998,120
1431,The Newton Boys,1998,120
1432,Full Tilt Boogie,1998,120
1433,Brink!,1998,120
1434,Little Voice,1998,120
1435,The Odd Couple II,1998,120
1436,Still Crazy,1998,120
1437,How Stella Got Her Groove Back,1998,120
1438,Sabrina Goes to Rome,1998,120
1439,Jerry Seinfeld: I'm Telling You for the Last Time,1998,120
1440,My Giant,1998,120
1441,Tale of the Mummy,1998,120
1442,Rear Window,1998,120
1443,The Object of My Affection,1998,120
1444,The Acid House,1998,120
1445,Goodnight Mister Tom,1998,120
1446,Kurt & Courtney,1998,120
1447,Ghulam,1998,120
1448,The Batman Superman Movie: World's Finest,1998,120
1449,Last Night,1998,120
1450,New Rose Hotel,1998,120
1451,Moby Dick,1998,120
1452,Billboard Dad,1998,120
1453,A Murder of Crows,1998,120
1454,Paulie,1998,120
1455,3 Ninjas: High Noon at Mega Mountain,1998,120
1456,Dead Man's Curve,1998,120
1457,The Temptations,1998,120
1458,Children of the Corn V: Fields of Terror,1998,120
1459,Slums of Beverly Hills,1998,120
1460,Clay Pigeons,1998,120
1461,Get Real,1998,120
1462,Almost Heroes,1998,120
1463,Resurrection,1999,90
1464,Children of the Corn 666: Isaac's Return,1999,90
1465,Hum Dil De Chuke Sanam,1999,90
1466,Passport to Paris,1999,90
1467,Outside Providence,1999,90
1468,Terror Firmer,1999,90
1469,The King and I,1999,90
1470,A Walk on the Moon,1999,90
1471,Babylon 5: A Call to Arms,1999,90
1472,Flawless,1999,90
1473,Dick,1999,90
1474,Topsy-Turvy,1999,90
1475,Bats,1999,90
1476,Breakfast of Champions,1999,90
1477,Jawbreaker,1999,90
1478,Doug's 1st Movie,1999,90
1479,In Dreams,1999,90
1480,Baby Geniuses,1999,90
1481,The Thirteenth Year,1999,90
1482,Ride with the Devil,1999,90
1483,Batman Beyond: The Movie,1999,90
1484,David Copperfield,1999,90
1485,Plunkett & MacLeane,1999,90
1486,Komodo,1999,90
1487,Trick,1999,90
1488,Body Shots,1999,90
1489,Chris Rock: Bigger & Blacker,1999,90
1490,Ratcatcher,1999,90
1491,Dudley Do-Right,1999,90
1492,Wishmaster 2: Evil Never Dies,1999,90
1493,Blackadder Back & Forth,1999,90
1494,Rang-e khoda,1999,90
1495,Better Than Chocolate,1999,90
1496,Cookie's Fortune,1999,90
1497,Mumford,1999,90
1498,200 Cigarettes,1999,90
1499,Lost & Found,1999,90
1500,Snow Falling on Cedars,1999,90
1501,The Best Man,1999,90
1502,Simply Irresistible,1999,90
1503,Music of the Heart,1999,90
1504,Bartok the Magnificent,1999,90
1505,Two Hands,1999,90
1506,Buena Vista Social Club,1999,90
1507,For Love of the Game,1999,90
1508,"Mystery, Alaska",1999,90
1509,The Mod Squad,1999,90
1510,Alice in Wonderland,1999,90
1511,The Wood,1999,90
1512,Mansfield Park,1999,90
1513,Ravenous,1999,90
1514,Eddie Izzard: Dress to Kill,1999,90
1515,The Out-of-Towners,1999,90
1516,American Movie,1999,90
1517,Eye of the Beholder,1999,90
1518,Joan of Arc,1999,90
1519,The Other Sister,1999,90
1520,Don't Look Under the Bed,1999,90
1521,Smart House,1999,90
1522,The Devil's Arithmetic,1999,90
1523,Beowulf,1999,90
1524,Play It to the Bone,1999,90
1525,Animal Farm,1999,90
1526,The Magical Legend of the Leprechauns,1999,90
1527,"Happy, Texas",1999,90
1528,Journey to the Center of the Earth,1999,90
1529,East Is East,1999,90
1530,Walking with Dinosaurs,1999,90
1531,Johnny Tsunami,1999,90
1532,Drop Dead Gorgeous,1999,90
1533,Switching Goals,1999,90
1534,Bad ma ra khahad bord,1999,90
1535,Guest House Paradiso,1999,90
1536,Tea with Mussolini,1999,90
1537,"Sabrina, Down Under",1999,90
1538,George Carlin: You Are All Diseased,1999,90
1539,Come te nessuno mai,1999,90
1540,æˆé¾çš„ç‰¹æŠ€,1999,90
1541,Scooby-Doo! and the Witch's Ghost,1999,90
1542,Storm of the Century,1999,90
1543,Mulholland Dr.,1999,90
1544,Sarfarosh,1999,90
1545,Sweet and Lowdown,1999,90
1546,Pirates of Silicon Valley,1999,90
1547,8MM,1999,90
1548,Blast from the Past,1999,90
1549,Forces of Nature,1999,90
1550,The Haunting,1999,90
1551,Mickey's Once Upon a Christmas,1999,90
1552,"Girl, Interrupted",1999,90
1553,Dogma,1999,90
1554,Bringing Out the Dead,1999,90
1555,Instinct,1999,90
1556,Big Daddy,1999,90
1557,The Thirteenth Floor,1999,90
1558,The Hurricane,1999,90
1559,The Ninth Gate,1999,90
1560,The Blair Witch Project,1999,90
1561,Bicentennial Man,1999,90
1562,Edtv,1999,90
1563,Message in a Bottle,1999,90
1564,The General's Daughter,1999,90
1565,Stigmata,1999,90
1566,Stir of Echoes,1999,90
1567,Election,1999,90
1568,Inspector Gadget,1999,90
1569,Magnolia,1999,90
1570,The Bachelor,1999,90
1571,Virus,1999,90
1572,The Talented Mr. Ripley,1999,90
1573,Lake Placid,1999,90
1574,Detroit Rock City,1999,90
1575,Mystery Men,1999,90
1576,Ghost Dog: The Way of the Samurai,1999,90
1577,Fantasia 2000,1999,90
1578,Go,1999,90
1579,The Virgin Suicides,1999,90
1580,Office Space,1999,90
1581,The Boondock Saints,1999,90
1582,Galaxy Quest,1999,90
1583,The Sixth Sense,1999,90
1584,The World Is Not Enough,1999,90
1585,Cruel Intentions,1999,90
1586,Sleepy Hollow,1999,90
1587,Tarzan,1999,90
1588,American Pie,1999,90
1589,Entrapment,1999,90
1590,Toy Story 2,1999,90
1591,10 Things I Hate About You,1999,90
1592,Notting Hill,1999,90
1593,Austin Powers: The Spy Who Shagged Me,1999,90
1594,Boys Don't Cry,1999,90
1595,The Insider,1999,90
1596,Eyes Wide Shut,1999,90
1597,Double Jeopardy,1999,90
1598,Being John Malkovich,1999,90
1599,Analyze This,1999,90
1600,Stuart Little,1999,90
1601,The Bone Collector,1999,90
1602,Wild Wild West,1999,90
1603,The 13th Warrior,1999,90
1604,End of Days,1999,90
1605,The Cider House Rules,1999,90
1606,The Iron Giant,1999,90
1607,Deep Blue Sea,1999,90
1608,"South Park: Bigger, Longer & Uncut",1999,90
1609,Payback,1999,90
1610,Runaway Bride,1999,90
1611,She's All That,1999,90
1612,Never Been Kissed,1999,90
1613,October Sky,1999,90
1614,True Crime,1999,90
1615,Muppets from Space,1999,90
1616,The Jack Bull,1999,90
1617,Deuce Bigalow: Male Gigolo,1999,90
1618,Jakob the Liar,1999,90
1619,Dak ging san yan lui,1999,90
1620,An Ideal Husband,1999,90
1621,The Straight Story,1999,90
1622,An American Tail 4: The Mystery of the Night Monster,1999,90
1623,Three Kings,1999,90
1624,Fortress 2,1999,90
1625,Drive Me Crazy,1999,90
1626,The Story of Us,1999,90
1627,Angela's Ashes,1999,90
1628,The Limey,1999,90
1629,A Midsummer Night's Dream,1999,90
1630,Idle Hands,1999,90
1631,Any Given Sunday,1999,90
1632,The Deep End of the Ocean,1999,90
1633,Inferno,1999,90
1634,Human Traffic,1999,90
1635,In Too Deep,1999,90
1636,Bowfinger,1999,90
1637,Teaching Mrs. Tingle,1999,90
1638,Holy Smoke,1999,90
1639,Summer of Sam,1999,90
1640,Varsity Blues,1999,90
1641,Rogue Trader,1999,90
1642,Wing Commander,1999,90
1643,The War Zone,1999,90
1644,But I'm a Cheerleader,1999,90
1645,At First Sight,1999,90
1646,Superstar,1999,90
1647,My Favorite Martian,1999,90
1648,The Astronaut's Wife,1999,90
1649,Anywhere But Here,1999,90
1650,Black and White,1999,90
1651,Man on the Moon,1999,90
1652,Brokedown Palace,1999,90
1653,Annie,1999,90
1654,House on Haunted Hill,1999,90
1655,From Dusk Till Dawn 2: Texas Blood Money,1999,90
1656,Best Laid Plans,1999,90
1657,A Christmas Carol,1999,90
1658,The Thomas Crown Affair,1999,90
1659,Random Hearts,1999,90
1660,eXistenZ,1999,90
1661,The End of the Affair,1999,90
1662,Blue Streak,1999,90
1663,The Rage: Carrie 2,1999,90
1664,Arlington Road,1999,90
1665,Introducing Dorothy Dandridge,1999,90
1666,Life,1999,90
1667,Three to Tango,1999,90
1668,The Corruptor,1999,90
1669,Anna and the King,1999,90
1670,Titus,1999,90
1671,K-911,1999,90
1672,Universal Soldier: The Return,1999,90
1673,Mickey Blue Eyes,1999,90
1674,Candyman: Day of the Dead,1999,90
1675,The Mating Habits of the Earthbound Human,1999,90
1676,Joan of Arc,1999,90
1677,Pushing Tin,1999,90
1678,From Dusk Till Dawn 3: The Hangman's Daughter,1999,90
1679,Chill Factor,1999,90
1680,Sunshine,1999,90
1681,Essex Boys,2000,117
1682,Snow Day,2000,117
1683,Lucky Numbers,2000,117
1684,Timecode,2000,117
1685,Here On Earth,2000,117
1686,Le goÃ»t des autres,2000,117
1687,Jalla! Jalla!,2000,117
1688,"Love, Honour and Obey",2000,117
1689,Cherry Falls,2000,117
1690,The Filth and the Fury,2000,117
1691,About Adam,2000,117
1692,My Dog Skip,2000,117
1693,Pollock,2000,117
1694,Bruiser,2000,117
