,original_title,release_year,runtime
1730,Requiem for a Dream,2000,115
1731,Frequency,2000,115
1732,The Road to El Dorado,2000,115
1733,Boiler Room,2000,115
1734,Pitch Black,2000,115
1735,"O Brother, Where Art Thou?",2000,115
1736,Snatch,2000,115
1737,Meet the Parents,2000,115
1738,Billy Elliot,2000,115
1739,U-571,2000,115
1740,Romeo Must Die,2000,115
1741,Coyote Ugly,2000,115
1742,Final Destination,2000,115
1743,The Patriot,2000,115
1744,Chicken Run,2000,115
1745,Charlie's Angels,2000,115
1746,Dinosaur,2000,115
1747,What Women Want,2000,115
1748,The Emperor's New Groove,2000,115
1749,Scary Movie,2000,115
1750,Bedazzled,2000,115
1751,Erin Brockovich,2000,115
1752,Miss Congeniality,2000,115
1753,The Unsaid,2001,90
1754,Domestic Disturbance,2001,90
1755,Elvira's Haunted Hills,2001,90
1756,American Outlaws,2001,90
1757,Hannibal,2001,90
1758,Birthday Girl,2001,90
1759,Lantana,2001,90
1760,Me Without You,2001,90
1761,Impostor,2001,90
1762,The Parole Officer,2001,90
1763,Air Bud 3: World Pup,2001,90
1764,Princess of Thieves,2001,90
1765,Recess: School's Out,2001,90
1766,Citizen Toxie: The Toxic Avenger IV,2001,90
1767,The Pledge,2001,90
1768,Out Cold,2001,90
1769,Driven,2001,90
1770,Safar e Ghandehar,2001,90
1771,Prozac Nation,2001,90
1772,Crazy/Beautiful,2001,90
1773,Just Visiting,2001,90
1774,The Matrix Revisited,2001,90
1775,Knockaround Guys,2001,90
1776,The Animal,2001,90
1777,Mean Machine,2001,90
1778,Hedwig and the Angry Inch,2001,90
1779,In the Bedroom,2001,90
1780,Spy Kids,2001,90
1781,Texas Rangers,2001,90
1782,Intimacy,2001,90
1783,Prince Charming,2001,90
1784,The Grey Zone,2001,90
1785,Beethoven's 4th,2001,90
1786,Zebra Lounge,2001,90
1787,Captain Corelli's Mandolin,2001,90
1788,Josie and the Pussycats,2001,90
1789,Jurassic Park III,2001,90
1790,Scooby-Doo and the Cyber Chase,2001,90
1791,Wit,2001,90
1792,The Man Who Sued God,2001,90
1793,Black Knight,2001,90
1794,Uprising,2001,90
1795,Iris,2001,90
1796,Snow White,2001,90
1797,To End All Wars,2001,90
1798,Joe Somebody,2001,90
1799,Corky Romano,2001,90
1800,The Fourth Angel,2001,90
1801,Pootie Tang,2001,90
1802,Attila,2001,90
1803,Summer Catch,2001,90
1804,Wet Hot American Summer,2001,90
1805,Valentine,2001,90
1806,Ticker,2001,90
1807,Heist,2001,90
1808,Yamakasi - Les samouraÃ¯s des temps modernes,2001,90
1809,Charlotte Gray,2001,90
1810,Jack and the Beanstalk: The Real Story,2001,90
1811,Max Keeble's Big Move,2001,90
1812,Monkeybone,2001,90
1813,See Spot Run,2001,90
1814,Storytelling,2001,90
1815,Lovely & Amazing,2001,90
1816,61*,2001,90
1817,The Believer,2001,90
1818,Bully,2001,90
1819,The Hole,2001,90
1820,Save the Last Dance,2001,90
1821,Get Over It,2001,90
1822,Evolution,2001,90
1823,Hardball,2001,90
1824,O,2001,90
1825,15 Minutes,2001,90
1826,The Glass House,2001,90
1827,Ghost World,2001,90
1828,Hearts in Atlantis,2001,90
1829,The Shipping News,2001,90
1830,Life as a House,2001,90
1831,Angel Eyes,2001,90
1832,Mickey's Magical Christmas: Snowed in at the House of Mouse,2001,90
1833,Frailty,2001,90
1834,Crocodile Dundee in Los Angeles,2001,90
1835,Heartbreakers,2001,90
1836,Thir13en Ghosts,2001,90
1837,Blow Dry,2001,90
1838,Someone Like You...,2001,90
1839,K-PAX,2001,90
1840,Mickey's House of Villains,2001,90
1841,Rock Star,2001,90
1842,One Night at McCool's,2001,90
1843,Tremors 3: Back to Perfection,2001,90
1844,Replicant,2001,90
1845,The Body,2001,90
1846,I Am Sam,2001,90
1847,Joy Ride,2001,90
1848,The Mexican,2001,90
1849,Jason X,2001,90
1850,Gosford Park,2001,90
1851,Don't Say a Word,2001,90
1852,Ali,2001,90
1853,Band of Brothers,2001,90
1854,Session 9,2001,90
1855,Human Nature,2001,90
1856,The Fast and the Furious,2001,90
1857,Enigma,2001,90
1858,Head Over Heels,2001,90
1859,Buffalo Soldiers,2001,90
1860,The One,2001,90
1861,The Man Who Wasn't There,2001,90
1862,Osmosis Jones,2001,90
1863,Mimic 2,2001,90
1864,Riding in Cars with Boys,2001,90
1865,The Curse of the Jade Scorpion,2001,90
1866,Saving Silverman,2001,90
1867,Ghosts of Mars,2001,90
1868,Dil Chahta Hai,2001,90
1869,What's the Worst That Could Happen?,2001,90
1870,Wishmaster 3: Beyond the Gates of Hell,2001,90
1871,Tape,2001,90
1872,The Score,2001,90
1873,Monster's Ball,2001,90
1874,Joe Dirt,2001,90
1875,The Land Before Time VIII: The Big Freeze,2001,90
1876,Exit Wounds,2001,90
1877,The Tailor of Panama,2001,90
1878,The Affair of the Necklace,2001,90
1879,Sweet November,2001,90
1880,Down to Earth,2001,90
1881,Tomcats,2001,90
1882,Elling,2001,90
1883,The Majestic,2001,90
1884,3000 Miles to Graceland,2001,90
1885,The Mists of Avalon,2001,90
1886,How High,2001,90
1887,The Order,2001,90
1888,James Dean,2001,90
1889,Rat Race,2001,90
1890,Good Advice,2001,90
1891,Soul Survivors,2001,90
1892,Made,2001,90
1893,Down,2001,90
1894,The Wash,2001,90
1895,Vizontele,2001,90
1896,The Anniversary Party,2001,90
1897,CQ,2001,90
1898,Dogtown and Z-Boys,2001,90
1899,Bones,2001,90
1900,Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys,2001,90
1901,Winning London,2001,90
1902,Sugar & Spice,2001,90
1903,Novocaine,2001,90
1904,Conspiracy,2001,90
1905,Dagon,2001,90
1906,The Blue Planet,2001,90
1907,Say It Isn't So,2001,90
1908,L.I.E. Long Island Expressway,2001,90
1909,The Lost Battalion,2001,90
1910,The Forsaken,2001,90
1911,The Cat's Meow,2001,90
1912,The Musketeer,2001,90
1913,Le vÃ©lo de Ghislain Lambert,2001,90
1914,Motocrossed,2001,90
1915,Stanley Kubrick: A Life in Pictures,2001,90
1916,Kissing Jessica Stein,2001,90
1917,Zenon: The Zequel,2001,90
1918,Shrek in the Swamp Karaoke Dance Party,2001,90
1919,Epoch,2001,90
1920,Freddy Got Fingered,2001,90
1921,Bubble Boy,2001,90
1922,In the Time of the Butterflies,2001,90
1923,Halloweentown II: Kalabar's Revenge,2001,90
1924,Children of the Corn: Revelation,2001,90
1925,Holiday in the Sun,2001,90
1926,BelphÃ©gor - Le fantÃ´me du Louvre,2001,90
1927,Lost and Delirious,2001,90
1928,Baby Boy,2001,90
1929,The Lost World,2001,90
1930,Manic,2001,90
1931,Chori Chori Chupke Chupke,2001,90
1932,Tanguy,2001,90
1933,Double Take,2001,90
1934,Rivers and Tides,2001,90
1935,Little Secrets,2001,90
1936,Slashers,2001,90
1937,The Luck of the Irish,2001,90
1938,The Wedding Planner,2001,90
1939,Bandits,2001,90
1940,Along Came a Spider,2001,90
1941,Planet of the Apes,2001,90
1942,Moulin Rouge!,2001,90
1943,The Princess Diaries,2001,90
1944,American Pie 2,2001,90
1945,A Beautiful Mind,2001,90
1946,Lara Croft: Tomb Raider,2001,90
1947,Atlantis: The Lost Empire,2001,90
1948,The Mummy Returns,2001,90
1949,Pearl Harbor,2001,90
1950,Ocean's Eleven,2001,90
1951,Bridget Jones's Diary,2001,90
1952,Shrek,2001,90
1953,A.I. Artificial Intelligence,2001,90
1954,"Monsters, Inc.",2001,90
1955,The Royal Tenenbaums,2001,90
1956,Donnie Darko,2001,90
1957,Harry Potter and the Philosopher's Stone,2001,90
1958,The Lord of the Rings: The Fellowship of the Ring,2001,90
1959,Mulholland Drive,2001,90
1960,Blow,2001,90
1961,Enemy at the Gates,2001,90
1962,Legally Blonde,2001,90
1963,The Last Castle,2001,90
1964,From Hell,2001,90
1965,America's Sweethearts,2001,90
1966,Kate & Leopold,2001,90
1967,Jeepers Creepers,2001,90
1968,Behind Enemy Lines,2001,90
1969,Dr. Dolittle 2,2001,90
1970,Original Sin,2001,90
1971,Waking Life,2001,90
1972,Final Fantasy: The Spirits Within,2001,90
1973,AntiTrust,2001,90
1974,Lady and the Tramp II: Scamp's Adventure,2001,90
1975,Barbie in the Nutcracker,2001,90
1976,Shallow Hal,2001,90
1977,Swordfish,2001,90
1978,Spy Game,2001,90
1979,A Knight's Tale,2001,90
1980,Zoolander,2001,90
1981,Not Another Teen Movie,2001,90
1982,Scary Movie 2,2001,90
1983,Rush Hour 2,2001,90
1984,Training Day,2001,90
1985,The Others,2001,90
1986,Jay and Silent Bob Strike Back,2001,90
1987,Serendipity,2001,90
1988,Cats & Dogs,2001,90
1989,Vanilla Sky,2001,90
1990,Mike's New Car,2001,90
1991,Kiss of the Dragon,2001,90
1992,Jimmy Neutron: Boy Genius,2001,90
1993,Black Hawk Down,2001,90
1994,Super Troopers,2001,90
1995,Ballistic: Ecks vs. Sever,2002,94
1996,Narc,2002,94
1997,The Count of Monte Cristo,2002,94
1998,Big Fat Liar,2002,94
1999,The House on Turk Street,2002,94
2000,Dog Soldiers,2002,94
2001,Halloween: Resurrection,2002,94
2002,Clockstoppers,2002,94
2003,Spun,2002,94
2004,Derailed,2002,94
2005,Trapped,2002,94
2006,Analyze That,2002,94
2007,Space Station 3D,2002,94
2008,Salton Sea,2002,94
2009,Hollywood Ending,2002,94
2010,Divine Secrets of the Ya-Ya Sisterhood,2002,94
2011,They,2002,94
2012,Rabbit-Proof Fence,2002,94
2013,Taken,2002,94
2014,Swept Away,2002,94
2015,Liberty Stands Still,2002,94
2016,Igby Goes Down,2002,94
2017,Cadet Kelly,2002,94
2018,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,2002,94
2019,24 Hour Party People,2002,94
2020,Try Seventeen,2002,94
2021,Antwone Fisher,2002,94
2022,Madea's Family Reunion,2002,94
2023,Brown Sugar,2002,94
2024,Gone Nutty,2002,94
2025,All or Nothing,2002,94
2026,The Skulls II,2002,94
2027,Rollerball,2002,94
2028,Killing Me Softly,2002,94
2029,Blood Work,2002,94
2030,My Little Eye,2002,94
2031,Moonlight Mile,2002,94
2032,High Crimes,2002,94
2033,S1m0ne,2002,94
2034,Showtime,2002,94
2035,Reign of Fire,2002,94
2036,Darkness,2002,94
2037,Hart's War,2002,94
2038,Ali G Indahouse,2002,94
2039,Eight Crazy Nights,2002,94
2040,Femme Fatale,2002,94
2041,One Hour Photo,2002,94
2042,Chicago,2002,94
2043,Interstate 60,2002,94
2044,Boat Trip,2002,94
2045,City By The Sea,2002,94
2046,About Schmidt,2002,94
2047,Blue Crush,2002,94
2048,Solaris,2002,94
2049,The Rules of Attraction,2002,94
2050,Confessions of a Dangerous Mind,2002,94
2051,Sniper 2,2002,94
2052,Bad Company,2002,94
2053,The Rookie,2002,94
2054,Far from Heaven,2002,94
2055,Snow Dogs,2002,94
2056,Dinotopia,2002,94
2057,The Mothman Prophecies,2002,94
2058,The New Guy,2002,94
2059,The Magdalene Sisters,2002,94
2060,Balto II: Wolf Quest,2002,94
2061,The Quiet American,2002,94
2062,The Four Feathers,2002,94
2063,The Banger Sisters,2002,94
2064,Hellraiser: Hellseeker,2002,94
2065,White Oleander,2002,94
2066,Air Bud: Seventh Inning Fetch,2002,94
2067,Crossroads,2002,94
2068,Repli-Kate,2002,94
2069,Full Frontal,2002,94
2070,Naqoyqatsi,2002,94
2071,Juwanna Mann,2002,94
2072,Evelyn,2002,94
2073,When in Rome,2002,94
2074,The Crocodile Hunter: Collision Course,2002,94
2075,Possession,2002,94
2076,Buying the Cow,2002,94
2077,The Powerpuff Girls,2002,94
2078,Auto Focus,2002,94
2079,The Wild Thornberrys Movie,2002,94
2080,Dahmer,2002,94
2081,FearDotCom,2002,94
2082,Bubba Ho-tep,2002,94
2083,Death to Smoochy,2002,94
2084,Big Trouble,2002,94
2085,American Psycho 2: All American Girl,2002,94
2086,Sorority Boys,2002,94
2087,Lost in La Mancha,2002,94
2088,Better Luck Tomorrow,2002,94
2089,Riders,2002,94
2090,Ted Bundy,2002,94
2091,Below,2002,94
2092,Left Behind II: Tribulation Force,2002,94
2093,Undercover Brother,2002,94
2094,Spellbound,2002,94
2095,2009 ë¡œìŠ¤íŠ¸ë©”ëª¨ë¦¬ì¦ˆ,2002,94
2096,A Time for Dancing,2002,94
2097,Swimfan,2002,94
2098,Highway,2002,94
2099,Saathiya,2002,94
2100,Kung Pow: Enter the Fist,2002,94
2101,Avenging Angelo,2002,94
2102,May,2002,94
2103,All About the Benjamins,2002,94
2104,Orange County,2002,94
2105,Tom and Jerry: The Magic Ring,2002,94
2106,Bloody Sunday,2002,94
2107,Serving Sara,2002,94
2108,Laurel Canyon,2002,94
2109,Red Dragon,2002,94
2110,Deathwatch,2002,94
2111,Dragonfly,2002,94
2112,Spider,2002,94
2113,Long Time Dead,2002,94
2114,Firestarter 2: Rekindled,2002,94
2115,Heaven,2002,94
2116,Abandon,2002,94
2117,Ripley's Game,2002,94
2118,The Adventures of Pluto Nash,2002,94
2119,Doctor Zhivago,2002,94
2120,Morvern Callar,2002,94
2121,Drumline,2002,94
2122,The Importance of Being Earnest,2002,94
2123,The Truth About Charlie,2002,94
2124,Get a Clue,2002,94
2125,Amen.,2002,94
2126,K-9: P.I.,2002,94
2127,Dirty Pretty Things,2002,94
2128,Welcome to Collinwood,2002,94
2129,Half Past Dead,2002,94
2130,How to Kill Your Neighbor's Dog,2002,94
2131,The Emperor's Club,2002,94
2132,Carrie,2002,94
2133,Hey Arnold! The Movie,2002,94
2134,The Dangerous Lives of Altar Boys,2002,94
2135,Rose Red,2002,94
2136,Gerry,2002,94
2137,Like Mike,2002,94
2138,Run Ronnie Run,2002,94
2139,Slackers,2002,94
2140,Shottas,2002,94
2141,Nicholas Nickleby,2002,94
2142,The Lord of the Rings: The Two Towers,2002,94
2143,Die Another Day,2002,94
2144,Treasure Planet,2002,94
2145,xXx,2002,94
2146,The Transporter,2002,94
2147,Lilo & Stitch,2002,94
2148,Minority Report,2002,94
2149,The Pianist,2002,94
2150,Men in Black II,2002,94
2151,Catch Me If You Can,2002,94
2152,Star Wars: Episode II - Attack of the Clones,2002,94
2153,Spider-Man,2002,94
2154,Resident Evil,2002,94
2155,The Bourne Identity,2002,94
2156,Ice Age,2002,94
2157,Harry Potter and the Chamber of Secrets,2002,94
2158,28 Days Later...,2002,94
2159,Life or Something Like It,2002,94
2160,Maid in Manhattan,2002,94
2161,Gangs of New York,2002,94
2162,The Sweetest Thing,2002,94
2163,Undisputed,2002,94
2164,The Time Machine,2002,94
2165,Dark Blue,2002,94
2166,Barbershop,2002,94
2167,Sweet Home Alabama,2002,94
2168,The Guru,2002,94
2169,Adaptation.,2002,94
2170,Frida,2002,94
2171,The Hot Chick,2002,94
2172,Jackass: The Movie,2002,94
2173,We Were Soldiers,2002,94
2174,The 51st State,2002,94
2175,The Sum of All Fears,2002,94
2176,Murder by Numbers,2002,94
2177,Windtalkers,2002,94
2178,John Q,2002,94
2179,Winnie the Pooh: A Very Merry Pooh Year,2002,94
2180,Blade II,2002,94
2181,Return to Never Land,2002,94
2182,Friday After Next,2002,94
2183,Enough,2002,94
2184,The Land Before Time IX: Journey to the Big Water,2002,94
2185,Spy Kids 2: Island of Lost Dreams,2002,94
2186,Queen of the Damned,2002,94
2187,Cube 2: Hypercube,2002,94
2188,Eight Legged Freaks,2002,94
2189,Snow Queen,2002,94
2190,K-19: The Widowmaker,2002,94
2191,Punch-Drunk Love,2002,94
2192,Changing Lanes,2002,94
2193,Unfaithful,2002,94
2194,Barbie as Rapunzel,2002,94
2195,Tarzan & Jane,2002,94
2196,Ken Park,2002,94
2197,40 Days and 40 Nights,2002,94
2198,Bowling for Columbine,2002,94
2199,The Hunchback of Notre Dame II,2002,94
2200,About a Boy,2002,94
2201,My Big Fat Greek Wedding,2002,94
2202,A Walk to Remember,2002,94
2203,Home Alone 4,2002,94
2204,The Ring,2002,94
2205,Two Weeks Notice,2002,94
2206,Cinderella II: Dreams Come True,2002,94
2207,Bend It Like Beckham,2002,94
2208,Mr. Deeds,2002,94
2209,8 Mile,2002,94
2210,National Lampoonâ€™s Van Wilder,2002,94
2211,Stuart Little 2,2002,94
2212,25th Hour,2002,94
2213,Panic Room,2002,94
2214,Collateral Damage,2002,94
2215,Phone Booth,2002,94
2216,Signs,2002,94
2217,Equilibrium,2002,94
2218,The Scorpion King,2002,94
2219,Star Trek: Nemesis,2002,94
2220,Secretary,2002,94
2221,D-Tox,2002,94
2222,I Spy,2002,94
2223,The Tuxedo,2002,94
2224,Scooby-Doo,2002,94
2225,Ghost Ship,2002,94
2226,Spirit: Stallion of the Cimarron,2002,94
2227,Insomnia,2002,94
2228,The Santa Clause 2,2002,94
2229,Austin Powers in Goldmember,2002,94
2230,Road to Perdition,2002,94
2231,The Hours,2002,94
2232,The Good Girl,2002,94
2233,Cold Mountain,2003,97
2234,Final Destination 2,2003,97
2235,Cheaper by the Dozen,2003,97
2236,The Recruit,2003,97
2237,The Texas Chainsaw Massacre,2003,97
2238,George of the Jungle 2,2003,97
2239,21 Grams,2003,97
2240,Tais-toi !,2003,97
2241,Duplex,2003,97
2242,The Haunted Mansion,2003,97
2243,Something's Gotta Give,2003,97
2244,Charlie's Angels: Full Throttle,2003,97
2245,Paycheck,2003,97
2246,Timeline,2003,97
2247,11:14,2003,97
2248,Gothika,2003,97
2249,Holes,2003,97
2250,Under the Tuscan Sun,2003,97
2251,Thirteen,2003,97
2252,Just Married,2003,97
2253,Open Range,2003,97
2254,In Hell,2003,97
2255,What a Girl Wants,2003,97
2256,Confidence,2003,97
2257,Batman: Mystery of the Batwoman,2003,97
2258,View from the Top,2003,97
2259,2 Fast 2 Furious,2003,97
2260,Barbie of Swan Lake,2003,97
2261,The Rundown,2003,97
2262,Basic,2003,97
2263,Looney Tunes: Back in Action,2003,97
2264,Boundin',2003,97
2265,Cradle 2 the Grave,2003,97
2266,Freddy vs. Jason,2003,97
2267,The Medallion,2003,97
2268,Sinbad: Legend of the Seven Seas,2003,97
2269,American Wedding,2003,97
2270,The Cat in the Hat,2003,97
2271,The Last Samurai,2003,97
2272,The School of Rock,2003,97
2273,A Man Apart,2003,97
2274,Honey,2003,97
2275,Scary Movie 3,2003,97
2276,Peter Pan,2003,97
2277,Brother Bear,2003,97
2278,Johnny English,2003,97
2279,Bad Santa,2003,97
2280,Lost in Translation,2003,97
2281,The Jungle Book 2,2003,97
2282,The Italian Job,2003,97
2283,The League of Extraordinary Gentlemen,2003,97
2284,Daredevil,2003,97
2285,Daddy Day Care,2003,97
2286,Bad Boys II,2003,97
2287,Lara Croft Tomb Raider: The Cradle of Life,2003,97
2288,Wrong Turn,2003,97
2289,Identity,2003,97
2290,Atlantis: Milo's Return,2003,97
2291,"Legally Blonde 2: Red, White & Blonde",2003,97
2292,Tears of the Sun,2003,97
2293,S.W.A.T.,2003,97
2294,Shanghai Knights,2003,97
2295,How to Lose a Guy in 10 Days,2003,97
2296,Old School,2003,97
2297,Freaky Friday,2003,97
2298,101 Dalmatians II: Patch's London Adventure,2003,97
2299,Hulk,2003,97
2300,The Core,2003,97
2301,Anger Management,2003,97
2302,The Animatrix,2003,97
2303,Mystic River,2003,97
2304,Mona Lisa Smile,2003,97
2305,Master and Commander: The Far Side of the World,2003,97
2306,Once Upon a Time in Mexico,2003,97
2307,Matchstick Men,2003,97
2308,Intermission,2003,97
2309,Out of Time,2003,97
2310,The Even Stevens Movie,2003,97
2311,Cold Creek Manor,2003,97
2312,Young Adam,2003,97
2313,Radio,2003,97
2314,Belly of the Beast,2003,97
2315,A Guy Thing,2003,97
2316,House of 1000 Corpses,2003,97
2317,The Reckoning,2003,97
2318,In America,2003,97
2319,Deep Blue,2003,97
2320,Whale Rider,2003,97
2321,House of the Dead,2003,97
2322,Coffee and Cigarettes,2003,97
2323,Elephant,2003,97
2324,Anything Else,2003,97
2325,Battlestar Galactica,2003,97
2326,The Life of David Gale,2003,97
2327,Pieces of April,2003,97
2328,Hollywood Homicide,2003,97
2329,Darkness Falls,2003,97
2330,Big Fish,2003,97
2331,Shortcut to Happiness,2003,97
2332,The Fighting Temptations,2003,97
2333,Love Don't Cost a Thing,2003,97
2334,The Station Agent,2003,97
2335,Latter Days,2003,97
2336,Piglet's Big Movie,2003,97
2337,Destino,2003,97
2338,Secondhand Lions,2003,97
2339,The Cheetah Girls,2003,97
2340,A Mighty Wind,2003,97
2341,Cypher,2003,97
2342,Head of State,2003,97
2343,Swimming Pool,2003,97
2344,The Land Before Time X: The Great Longneck Migration,2003,97
2345,Party Monster,2003,97
2346,Uptown Girls,2003,97
2347,Malibu's Most Wanted,2003,97
2348,National Lampoon Presents Dorm Daze,2003,97
2349,Le Divorce,2003,97
2350,Stitch! The Movie,2003,97
2351,House of Sand and Fog,2003,97
2352,The Hunted,2003,97
2353,Intolerable Cruelty,2003,97
2354,The Order,2003,97
2355,Down with Love,2003,97
2356,Spy Kids 3-D: Game Over,2003,97
2357,Bulletproof Monk,2003,97
2358,Ned Kelly,2003,97
2359,Bionicle: Mask of Light,2003,97
2360,Dreamcatcher,2003,97
2361,The Lizzie McGuire Movie,2003,97
2362,Jeepers Creepers 2,2003,97
2363,Cabin Fever,2003,97
2364,Runaway Jury,2003,97
2365,Code 46,2003,97
2366,The Singing Detective,2003,97
2367,The United States of Leland,2003,97
2368,Scorched,2003,97
2369,Miracle Run,2003,97
2370,National Security,2003,97
2371,Girl with a Pearl Earring,2003,97
2372,Dumb and Dumberer: When Harry Met Lloyd,2003,97
2373,Shattered Glass,2003,97
2374,Seabiscuit,2003,97
2375,The Sleeping Dictionary,2003,97
2376,Gigli,2003,97
2377,The Human Stain,2003,97
2378,Bringing Down The House,2003,97
2379,The Gathering,2003,97
2380,In the Cut,2003,97
2381,Monster,2003,97
2382,Kangaroo Jack,2003,97
2383,Gods and Generals,2003,97
2384,The Dreamers,2003,97
2385,Beyond Borders,2003,97
2386,Elf,2003,97
2387,Terminator 3: Rise of the Machines,2003,97
2388,Love Actually,2003,97
2389,Bruce Almighty,2003,97
2390,Finding Nemo,2003,97
2391,The Matrix Reloaded,2003,97
2392,The Matrix Revolutions,2003,97
2393,Pirates of the Caribbean: The Curse of the Black Pearl,2003,97
2394,Underworld,2003,97
2395,The Lord of the Rings: The Return of the King,2003,97
2396,Kill Bill: Vol. 1,2003,97
2397,The Lion King 1Â½,2004,105
2398,Garfield,2004,105
2399,Million Dollar Baby,2004,105
2400,Lemony Snicket's A Series of Unfortunate Events,2004,105
2401,The Terminal,2004,105
2402,The Day After Tomorrow,2004,105
2403,Blade: Trinity,2004,105
2404,Shaun of the Dead,2004,105
2405,The Aviator,2004,105
2406,Meet the Fockers,2004,105
2407,Shark Tale,2004,105
2408,Starship Troopers 2: Hero of the Federation,2004,105
2409,Collateral,2004,105
2410,Scooby-Doo 2: Monsters Unleashed,2004,105
2411,Mulan II,2004,105
2412,The SpongeBob SquarePants Movie,2004,105
2413,Species III,2004,105
2414,Crash,2004,105
2415,Anchorman: The Legend of Ron Burgundy,2004,105
2416,13 Going On 30,2004,105
2417,Ella Enchanted,2004,105
2418,The Girl Next Door,2004,105
2419,Finding Neverland,2004,105
2420,A Cinderella Story,2004,105
2421,AVP: Alien vs. Predator,2004,105
2422,Ocean's Twelve,2004,105
2423,DodgeBall: A True Underdog Story,2004,105
2424,Sky Captain and the World of Tomorrow,2004,105
2425,Resident Evil: Apocalypse,2004,105
2426,Shrek 2,2004,105
2427,Banlieue 13,2004,105
2428,The Butterfly Effect,2004,105
2429,Harry Potter and the Prisoner of Azkaban,2004,105
2430,Bridget Jones: The Edge of Reason,2004,105
2431,Eternal Sunshine of the Spotless Mind,2004,105
2432,The Notebook,2004,105
2433,The Incredibles,2004,105
2434,The Bourne Supremacy,2004,105
2435,Troy,2004,105
2436,National Treasure,2004,105
2437,"I, Robot",2004,105
2438,50 First Dates,2004,105
2439,Mean Girls,2004,105
2440,Van Helsing,2004,105
2441,Hellboy,2004,105
2442,The Polar Express,2004,105
2443,Kill Bill: Vol. 2,2004,105
2444,Alexander,2004,105
2445,Team America: World Police,2004,105
2446,Saw,2004,105
2447,Primer,2004,105
2448,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,2004,105
2449,Home on the Range,2004,105
2450,Hidalgo,2004,105
2451,I Heart Huckabees,2004,105
2452,Fahrenheit 9/11,2004,105
2453,Win a Date with Tad Hamilton!,2004,105
2454,White Chicks,2004,105
2455,Hotel Rwanda,2004,105
2456,Wild Things 2,2004,105
2457,Walking Tall,2004,105
2458,Twisted,2004,105
2459,"Mickey, Donald, Goofy: The Three Musketeers",2004,105
2460,The Stepford Wives,2004,105
2461,Open Water,2004,105
2462,Tremors 4: The Legend Begins,2004,105
2463,Mickey's Twice Upon a Christmas,2004,105
2464,New York Minute,2004,105
2465,Immortel (ad vitam),2004,105
2466,(T)Raumschiff Surprise - Periode 1,2004,105
2467,Sideways,2004,105
2468,Without a Paddle,2004,105
2469,Saved!,2004,105
2470,Starsky & Hutch,2004,105
2471,Five Children and It,2004,105
2472,Confessions of a Teenage Drama Queen,2004,105
2473,The Village,2004,105
2474,Un long dimanche de fianÃ§ailles,2004,105
2475,Harold & Kumar Go to White Castle,2004,105
2476,Jersey Girl,2004,105
2477,Sniper 3,2004,105
2478,Spider-Man 2,2004,105
2479,EuroTrip,2004,105
2480,Man on Fire,2004,105
2481,Along Came Polly,2004,105
2482,Closer,2004,105
2483,The Punisher,2004,105
2484,Catwoman,2004,105
2485,Christmas with the Kranks,2004,105
2486,9 Songs,2004,105
2487,Dawn of the Dead,2004,105
2488,Barbie as The Princess & the Pauper,2004,105
2489,King Arthur,2004,105
2490,The Chronicles of Riddick,2004,105
2491,Shall We Dance?,2004,105
2492,Spanglish,2004,105
2493,Layer Cake,2004,105
2494,After the Sunset,2004,105
2495,Thunderbirds,2004,105
2496,The Princess Diaries 2: Royal Engagement,2004,105
2497,The Alamo,2004,105
2498,Before Sunset,2004,105
2499,The Grudge,2004,105
2500,Cellular,2004,105
2501,The Manchurian Candidate,2004,105
2502,The Machinist,2004,105
2503,Seed of Chucky,2004,105
2504,Taxi,2004,105
2505,Alfie,2004,105
2506,Secret Window,2004,105
2507,Kinky Boots,2005,102
2508,Tarzan II,2005,102
2509,The Adventures of Sharkboy and Lavagirl,2005,102
2510,The Man,2005,102
2511,House of Wax,2005,102
2512,The Sandlot 2,2005,102
2513,The Batman vs Dracula,2005,102
2514,Domino,2005,102
2515,The Great Raid,2005,102
2516,The Greatest Game Ever Played,2005,102
2517,Beauty Shop,2005,102
2518,Little Manhattan,2005,102
2519,The New World,2005,102
2520,Urban Legends: Bloody Mary,2005,102
2521,The Three Burials of Melquiades Estrada,2005,102
2522,7 Seconds,2005,102
2523,Santa's Slay,2005,102
2524,Cry_Wolf,2005,102
2525,Goal!: The Dream Begins,2005,102
2526,White Noise,2005,102
2527,Enron: The Smartest Guys in the Room,2005,102
2528,Brick,2005,102
2529,Dominion: Prequel to the Exorcist,2005,102
2530,Tom and Jerry: The Fast and the Furry,2005,102
2531,Hard Candy,2005,102
2532,Edison,2005,102
2533,Imagine Me & You,2005,102
2534,Three,2005,102
2535,Valiant,2005,102
2536,Walk the Line,2005,102
2537,The Family Stone,2005,102
2538,A Lot Like Love,2005,102
2539,Get Rich or Die Tryin',2005,102
2540,Kicking & Screaming,2005,102
2541,MirrorMask,2005,102
2542,Cursed,2005,102
2543,Stay,2005,102
2544,Ice Princess,2005,102
2545,The Longest Yard,2005,102
2546,Waiting...,2005,102
2547,Are We There Yet?,2005,102
2548,A Sound of Thunder,2005,102
2549,London,2005,102
2550,The Fog,2005,102
2551,Stealth,2005,102
2552,The Wedding Date,2005,102
